"Y","X1","X2","X3","X4","X5","X6","X7"
-126.79496673739,4.83148992692784,9.78840244641798,-13.5366683878268,-7.90297609872582,-4.3302346393673,-11.5473616018949,-4.37671897954989
-160.932509798007,2.87202546493921,5.52968131629815,-17.1609483099069,-6.91559960934489,-5.40236211022973,-10.4998215209536,-2.75106066129936
-177.01321769636,6.32321254936876,8.38084859640672,-19.2448468810812,-4.7905996792456,-14.4162153936848,-8.89901447273256,-5.82800739370764
-40.7744669230752,3.73332261310469,10.2740668118314,-3.73149797624586,-6.00830995024612,-4.33739567979861,-6.39215860670478,-0.998170205406086
-119.962365469459,4.55746806467465,9.39798515317917,-9.89757231690994,-7.694301909858,-6.53690845963202,-10.1038604572061,0.495127641998488
-109.941001375873,8.25648673963627,9.02316695202081,-14.7095856650925,-6.80004617316845,-5.74846361934486,-10.2936343615078,-9.13822931574954
-91.6716161623886,1.73016322085961,9.93769238472988,-13.4352902176771,-6.08010070604709,-3.09098654134477,-8.34145282911709,-7.60170000160651
-163.201131749835,3.03842066809024,5.93137757060854,-21.680886001082,-8.82935308462752,-5.86864715380466,-9.87388340235053,-6.06793108138206
-106.461568782786,4.10493507275689,5.4107148212492,-8.50728138738067,-6.17076641396752,-3.64671400834392,-8.9402342362971,0.717316423379276
-109.339121027172,3.43805907093074,10.1749535648691,-13.3514414049086,-8.16950611268636,-6.13496617119499,-8.84020917649744,-3.81473836159256
-168.146478636459,5.59865912117758,8.49685117554394,-20.5873129146507,-7.07766976159078,-7.18893170640528,-11.7817712461076,-8.63603430921795
-55.8813891987059,3.6705849993494,8.43898953903115,-5.02937137887186,-8.59024414286347,-0.453517615402426,-8.55900178553969,0.458988132870563
-106.188203079921,3.39997684764969,5.78819986104303,-12.9235585122724,-7.3682581259587,-3.78075081724216,-8.03970837541686,-2.92251287408901
-135.771601911168,4.20669609364868,5.74331910781133,-16.4276048694041,-7.8426575024054,-3.32655883779272,-10.4581164619122,-4.73212233055607
-169.414043965051,3.39509578975445,8.7626137100229,-16.6752939874053,-7.74408136672329,-7.7731778974217,-11.7194966434013,-1.59458447656262
-107.117506976367,4.59044064805869,11.1501749885275,-16.7559950700351,-9.38977213926171,-7.03371404053311,-8.57482102079009,-7.48508044776745
-99.028951835847,2.21502320123203,6.76619313162953,-16.5839668457345,-8.32893626588664,-4.38457150986045,-6.53047533818086,-6.32274886901253
-139.003787529811,4.45929842339634,9.01768227141314,-18.0666787266364,-7.25975375446533,-9.18953619006638,-8.64072776267124,-6.45729830200233
-129.013514836925,3.55163980222982,7.86018431067546,-16.2184233303229,-8.31113753819802,-5.82013665213901,-8.88132791275878,-4.61751962557075
-96.8256733488875,1.58111347822125,6.03052484893349,-6.44631338033514,-7.04930703306813,-2.79016946312308,-8.44803888941874,4.23827315847879
-182.48094692682,3.58895316702452,4.39760352166703,-16.0360110565847,-6.83729889371252,-7.54918190272541,-11.1164626509683,1.47682964862638
-78.5106748186904,3.08703964974462,6.2624125163506,-8.1460077396672,-6.64094906252869,-3.01332590700113,-6.91841120237735,-0.924075340832144
-98.1946730368525,5.48200756942126,11.4225491159493,-9.18838876082831,-5.37392620871501,-5.62864821819774,-10.4607560319579,-4.61281428176492
-154.11323342964,-0.386315347857515,7.68960248862781,-15.9226087546475,-6.47333301129667,-2.63536888782979,-11.7283440628439,-2.40475984562093
-201.776889266602,2.16021839231561,6.44603637802495,-18.7826670928431,-4.49995614922038,-9.10478567844471,-11.7920191399285,-1.98560553581809
-147.261472133989,3.10168001618253,6.36964676603522,-20.6524930082659,-7.80400574062747,-3.32414753842979,-10.215457982064,-8.78083456284568
-94.8314668989395,2.09570568749191,7.35220998249126,-12.1933807633613,-8.84708012506572,0.0256453021284084,-9.72434481521477,-3.11117689009492
-158.325612688255,2.43372296279148,10.1045676283511,-11.8322461262319,-7.29299287139769,-8.38395313797383,-11.6443127736905,2.94877979627533
-199.994327688755,1.95093225417198,7.53606964122898,-22.3840696898315,-7.51614004853661,-8.52276659094159,-11.2611459465231,-4.57369335297239
-184.958307364469,2.74813760734107,7.93808567115491,-20.0594731284129,-8.03211965435402,-10.6376016386513,-9.90077109653689,-2.18207753478944
-89.276196256875,3.3817880464174,8.71905524723231,-8.038401530767,-6.03647188712766,-5.9256774836086,-8.23619149669289,0.0492619222887645
-58.7491879744464,2.59512821934747,8.19331189594962,-11.6163437042602,-9.51376152812786,-5.59357428794169,-4.03510596151608,-3.26483962694918
-160.710490348451,0.435077277548043,8.49995447535677,-17.6120894575398,-5.41884097087405,-7.12908835947507,-10.1654284363085,-3.8236295490942
-189.484622313261,-0.287967909010589,8.01842215076314,-23.2131589473507,-7.76808945007217,-10.1161150363891,-9.26174951315649,-3.8099799464955
-75.6213313582803,6.20824859720316,5.35374659064507,-10.6604787190785,-4.88102392908741,-7.07803443404873,-4.53788212419361,-5.72673502305089
-78.0991305080297,2.82092065550198,8.95308240573728,-9.85068799253421,-6.93786122187194,-0.871433832976438,-9.05314420711002,-4.76885575171986
-196.038312285925,5.97763710138401,6.38711479297959,-16.4755705944445,-5.27104198185664,-14.2374012735328,-9.91570290570355,0.566820784162493
-117.009580956126,4.06874766020963,2.67722226978328,-16.3486826290165,-7.04018668859911,-1.86364220070128,-7.8790443297352,-6.30195294251458
-132.650075426097,2.30526715677019,5.68032724283422,-13.1281478754185,-5.78607863194495,-8.45815056011901,-7.0012108578641,0.134292072892552
-127.126832353509,1.50450308833178,6.74671135328969,-16.4579934539422,-7.69225708716561,-6.23060873319787,-7.51172877530127,-3.29003212349036
-123.135299027264,2.28225897192887,10.4285891396213,-12.0221007242687,-7.29305691595925,-3.33532319450136,-11.8487315862443,-2.25822214705042
-112.300378640716,5.22470116631091,6.44640511851388,-12.0649576441002,-6.80295772077599,-4.18985311727006,-9.68755142025896,-3.03541047277582
-83.7815139761836,4.19119039299779,7.51149790208139,-8.97331622852788,-7.86736753869816,-4.73826238971886,-6.93750248322688,-1.15631549599585
-108.891104875657,2.68848742807724,9.55310647977892,-10.797929590105,-6.6384728018988,-3.30289762451015,-10.8757723006015,-2.22433985738158
-92.3505750895455,0.600330994491538,9.20370426941411,-10.3922405675052,-5.81374992224217,-2.96650994331375,-8.29329710099073,-3.12230022318361
